keyword,count
rape,141
harass*,126
raped,105
attack,79
clarence thomas,70
child abuse,60
molest*,47
insult,42
anita hill,30
playboy,28
raping,24
incest*,17
sex* abuse,17
outrage,11
sex* assault,11
brutalized,9
rapes,7
rapist,6
fondled,4
ladies' man,4
seduce,4
lady's man,3
sexually inappropriate,3
sodomy,3
ladies man,2
hanky panky,2
took advantage of me,2
pedophile,1
pinched,1
seduction,1
anti-rape,1
fondling,1
interfered with her,1
